POS,PosScore,NegScore,word
n,0.0,0.0,washingtonian
n,0.0,0.0,west_virginian
n,0.0,0.0,wisconsinite
n,0.0,0.0,wyomingite
n,0.0,0.0,puerto_rican
n,0.0,0.0,yankee-doodle
n,0.0,0.0,uruguayan
n,0.0,0.0,venezuelan
n,0.0,0.0,vietnamese
n,0.0,0.0,welshman
n,0.0,0.0,gambian
n,0.0,0.0,maltese
n,0.0,0.0,german
n,0.0,0.0,teuton
n,0.0,0.0,east_german
n,0.0,0.0,krauthead
n,0.0,0.0,berliner
n,0.0,0.0,west_berliner
n,0.0,0.0,prussian
n,0.0,0.0,junker
n,0.0,0.0,ghanian
n,0.0,0.0,gibraltarian
n,0.0,0.0,glaswegian
n,0.0,0.0,grenadian
n,0.0,0.0,guinean
n,0.0,0.0,rwandan
n,0.0,0.0,singaporean
n,0.0,0.0,slovenian
n,0.0,0.0,somalian
n,0.0,0.0,sri_lankan
n,0.0,0.0,sumatran
n,0.0,0.0,papuan
n,0.0,0.0,tongan
n,0.0,0.0,trojan
n,0.0,0.0,walloon
n,0.0,0.0,yemeni
n,0.0,0.0,yugoslavian
n,0.0,0.0,serbian
n,0.0,0.0,croatian
n,0.375,0.0,sorbian
n,0.0,0.0,xhosa
n,0.0,0.0,zairese
n,0.0,0.0,zambian
n,0.0,0.0,zimbabwean
n,0.0,0.0,zulu
n,0.0,0.0,ram
n,0.0,0.0,taurus
n,0.0,0.0,twin
n,0.0,0.0,crab
n,0.0,0.0,lion
n,0.0,0.0,virgo
n,0.0,0.0,libra
n,0.0,0.0,scorpion
n,0.0,0.0,sagittarius
n,0.0,0.0,goat
n,0.0,0.0,water_bearer
n,0.0,0.0,pisces
n,0.0,0.375,abandoned_person
n,0.0,0.0,abator
n,0.125,0.0,abbe
n,0.0,0.0,prioress
n,0.5,0.0,archimandrite
n,0.0,0.0,abjurer
n,0.0,0.0,abnegator
n,0.0,0.375,loather
n,0.0,0.0,abridger
n,0.0,0.0,abstractor
n,0.375,0.0,absconder
n,0.0,0.0,absolutist
n,0.25,0.0,absolver
n,0.0,0.0,abdicator
n,0.0,0.0,abecedarian
n,0.0,0.0,aberrant
n,0.0,0.0,abettor
n,0.0,0.0,abhorrer
n,0.0,0.0,abiogenist
n,0.0,0.0,able_seaman
n,0.0,0.0,emancipationist
n,0.0,0.125,abomination
n,0.0,0.0,autochthon
n,0.0,0.0,abortionist
n,0.0,0.0,abrogator
n,0.0,0.0,rappeller
n,0.0,0.625,absentee
n,0.0,0.0,awol
n,0.0,0.0,nondrinker
n,0.0,0.0,ascetic
n,0.0,0.0,abstractionist
n,0.0,0.25,maltreater
n,0.0,0.0,abutter
n,0.0,0.0,academic_administrator
n,0.0,0.0,faculty_member
n,0.125,0.0,schoolman
n,0.0,0.0,academician
n,0.0,0.0,acceptor
n,0.0,0.0,accessory
n,0.0,0.0,accessory_after_the_fact
n,0.0,0.0,accessory_before_the_fact
n,0.0,0.125,accessory_during_the_fact
n,0.0,0.0,companion
n,0.0,0.5,accommodation_endorser
n,0.0,0.0,accompanyist
n,0.0,0.0,confederate
n,0.0,0.0,accordionist
n,0.0,0.0,controller
n,0.0,0.0,registered_representative
n,0.0,0.0,accused
n,0.0,0.0,suspect
n,0.25,0.25,accuser
n,0.125,0.0,wizard
n,0.25,0.0,winner
n,0.0,0.0,acid_head
n,0.0,0.375,acolyte
n,0.0,0.0,acoustician
n,0.0,0.0,friend
n,0.0,0.0,acquirer
n,0.375,0.125,acrobat
n,0.0,0.0,aerialist
n,0.0,0.0,action_officer
n,0.0,0.0,active
n,0.0,0.0,active_citizen
n,0.0,0.0,thespian
n,0.0,0.0,worker
n,0.0,0.0,theatrical_agent
n,0.0,0.0,actress
n,0.0,0.0,adder
n,0.0,0.0,addict
n,0.0,0.0,nut
n,0.0,0.0,addressee
n,0.0,0.0,adducer
n,0.0,0.0,adjudicator
n,0.0,0.0,adjunct
n,0.0,0.0,claims_adjustor
n,0.0,0.0,aide-de-camp
n,0.0,0.0,adjutant_general
n,0.0,0.0,executive
n,0.0,0.375,administrator
n,0.0,0.0,decision_maker
n,0.0,0.0,full_admiral
n,0.0,0.0,adorer
n,0.0,0.0,admirer
n,0.0,0.0,reminder
n,0.0,0.0,teenager
n,0.0,0.0,adoptee
n,0.0,0.0,adoptive_parent
n,0.0,0.0,adulterator
n,0.0,0.5,fornicator
n,0.0,0.125,trollop
n,0.0,0.0,advancer
n,0.0,0.0,adventuress
n,0.0,0.0,resister
n,0.0,0.0,hostile_witness
n,0.0,0.0,advertizer
n,0.0,0.0,advisee
n,0.0,0.0,consultant
n,0.0,0.0,proponent
n,0.0,0.0,pleader
n,0.0,0.0,aeronautical_engineer
n,0.0,0.0,aerospace_engineer
n,0.0,0.0,aerophile
n,0.0,0.0,affiant
n,0.0,0.0,affiliate
n,0.0,0.0,affine
n,0.0,0.0,affluent
n,0.0,0.0,aficionado
n,0.0,0.0,aficionado
n,0.0,0.0,factor
n,0.0,0.0,agent
n,0.0,0.0,buck_sergeant
n,0.0,0.0,business_agent
n,0.0,0.0,literary_agent
n,0.0,0.0,agent-in-place
n,0.125,0.0,provocateur
n,0.0,0.25,annoyance
n,0.0,0.0,aggressor
n,0.0,0.0,fomenter
n,0.0,0.0,agnostic
n,0.125,0.0,doubter
n,0.0,0.0,agonist
n,0.0,0.0,agony_aunt
n,0.0,0.0,agricultural_labourer
n,0.0,0.0,raiser
n,0.0,0.0,agronomist
n,0.0,0.0,auxiliary
n,0.0,0.0,air_attache
n,0.0,0.0,aircraftsman
n,0.0,0.0,aircrewman
n,0.0,0.0,commander
n,0.0,0.0,airhead
n,0.0,0.0,sky_marshal
n,0.0,0.0,air_traveller
n,0.0,0.125,alarmist
n,0.0,0.0,albino
n,0.0,0.0,alcalde
n,0.125,0.0,alchemist
n,0.0,0.0,souse
n,0.0,0.0,alderman
n,0.0,0.0,aleutian
n,0.0,0.0,alexandrian
n,0.0,0.125,alexic
n,0.0,0.0,ali_baba
n,0.0,0.0,alien_absconder
n,0.0,0.375,alienator
n,0.0,0.0,grantee
n,0.0,0.25,alienist
n,0.0,0.0,alienor
n,0.0,0.0,aliterate_person
n,0.0,0.0,algebraist
n,0.0,0.0,allegorizer
n,0.0,0.0,allergist
n,0.0,0.5,alleviator
n,0.0,0.0,alliterator
n,0.0,0.0,distributor
n,0.0,0.0,all_arounder
n,0.25,0.0,friend
n,0.0,0.0,medical_social_worker
n,0.0,0.0,alphabetizer
n,0.0,0.0,almsgiver
n,0.0,0.5,alpinist
n,0.0,0.0,alsatian
n,0.125,0.0,altar_boy
n,0.0,0.0,alter_ego
n,0.0,0.0,alto
n,0.0,0.0,altoist
n,0.0,0.0,graduate
n,0.0,0.0,amateur
n,0.0,0.625,amateur
n,0.0,0.0,amalgamator
n,0.0,0.0,amazon
n,0.125,0.0,virago
n,0.0,0.0,maenad
n,0.375,0.0,embassador
n,0.0,0.125,ambassador
n,0.0,0.0,ambassadress
n,0.0,0.0,ambulance_chaser
n,0.0,0.0,ambusher
n,0.0,0.0,friend_of_the_court
n,0.25,0.0,amigo
n,0.0,0.25,amnesic
n,0.0,0.0,amora
n,0.75,0.0,amoralist
n,0.375,0.0,amorist
n,0.0,0.0,amputator
n,0.0,0.0,amputee
n,0.0,0.0,anagnost
n,0.0,0.0,analogist
n,0.0,0.125,analphabetic
n,0.0,0.0,analysand
n,0.0,0.0,psychoanalyst
n,0.0,0.0,analyst
n,0.0,0.0,credit_analyst
n,0.25,0.0,securities_analyst
n,0.0,0.0,industry_analyst
n,0.0,0.0,oil-industry_analyst
n,0.0,0.0,market_analyst
n,0.0,0.0,market_strategist
n,0.0,0.0,analyst
n,0.0,0.0,syndicalist
n,0.0,0.0,bete_noire
n,0.0,0.0,anatomist
n,0.0,0.0,root
n,0.0,0.0,ancestress
n,0.0,0.0,anchorperson
n,0.0,0.0,ancient
n,0.0,0.0,antediluvian
n,0.0,0.0,raconteur
n,0.0,0.125,anesthetist
n,0.0,0.0,backer
n,0.0,0.0,angiologist
n,0.0,0.0,troller
n,0.0,0.0,angler
n,0.0,0.0,anglophile
n,0.0,0.0,anglophobe
n,0.0,0.125,animal_fancier
n,0.0,0.0,animator
n,0.0,0.0,animist
n,0.0,0.0,annalist
n,0.0,0.0,annihilator
n,0.0,0.0,annotator
n,0.0,0.0,announcer
n,0.0,0.0,announcer
n,0.0,0.0,annuitant
n,0.0,0.0,anointer
n,0.0,0.375,anorexic
n,0.0,0.125,antediluvian_patriarch
n,0.0,0.0,anthologist
n,0.0,0.0,ape
n,0.0,0.0,anthropologist
n,0.0,0.0,anti
n,0.0,0.0,anti-american
n,0.125,0.125,anticipator
n,0.0,0.0,antinomian
n,0.0,0.0,antipope
n,0.0,0.0,archaist
n,0.0,0.0,jew-baiter
n,0.0,0.0,anzac
n,0.0,0.0,ape-man
n,0.0,0.5,aphakic
n,0.0,0.75,aphasic
n,0.0,0.0,aphorist
n,0.0,0.0,vindicator
n,0.0,0.0,apostle
n,0.0,0.0,apostle
n,0.0,0.0,apostle
n,0.0,0.0,apostolic_delegate
n,0.0,0.0,appalachian
n,0.0,0.0,apparatchik
n,0.0,0.0,apparatchik
n,0.0,0.0,appeaser
n,0.0,0.0,plaintiff_in_error
n,0.625,0.0,truckler
n,0.0,0.0,appointee
n,0.0,0.0,apprehender
n,0.0,0.0,april_fool
n,0.0,0.0,oceanaut
n,0.125,0.0,wannabee
n,0.0,0.0,prentice
n,0.375,0.125,valuator
n,0.0,0.0,authenticator
n,0.125,0.0,appreciator
n,0.0,0.0,appropriator
n,0.0,0.0,approver
n,0.0,0.0,arabist
n,0.0,0.0,aramean
n,0.0,0.0,arawakan
n,0.0,0.0,umpire
n,0.0,0.0,arbitrageur
n,0.0,0.0,supreme_authority
n,0.0,0.0,archaist
n,0.0,0.0,archdeacon
n,0.0,0.0,archduchess
n,0.0,0.0,archduke
n,0.0,0.0,archeologist
n,0.5,0.0,archbishop
n,0.0,0.0,bowman
n,0.0,0.0,designer
n,0.0,0.0,archivist
n,0.0,0.0,primate
n,0.0,0.0,areopagite
n,0.0,0.0,argive
n,0.0,0.0,arianist
n,0.0,0.0,patrician
n,0.0,0.0,peripatetic
n,0.0,0.0,arithmetician
n,0.0,0.0,armchair_liberal
n,0.0,0.0,armiger
n,0.0,0.0,armor-bearer
n,0.0,0.0,artificer
n,0.0,0.0,armourer
n,0.0,0.0,arms_manufacturer
n,0.0,0.0,army_attache
n,0.0,0.0,army_brat
n,0.0,0.0,military_engineer
n,0.0,0.0,army_officer
n,0.0,0.0,transcriber
n,0.0,0.0,comer
n,0.0,0.5,arrogator
n,0.0,0.0,arrowsmith
n,0.0,0.0,incendiary
n,0.0,0.0,art_critic
n,0.25,0.25,art_dealer
n,0.0,0.0,art_director
n,0.0,0.0,art_editor
n,0.0,0.0,art_historian
n,0.0,0.0,arthritic
n,0.0,0.0,articulator
n,0.0,0.0,machine_gunner
n,0.0,0.0,illustrator
n,0.0,0.0,creative_person
n,0.0,0.0,artiste
n,0.0,0.0,sitter
n,0.0,0.0,art_student
n,0.0,0.0,art_teacher
n,0.0,0.0,ascender
n,0.25,0.25,ass
n,0.0,0.0,bravo
n,0.0,0.0,assassin
n,0.375,0.0,assayer
n,0.0,0.0,assemblyman
n,0.0,0.0,assemblywoman
n,0.0,0.0,assenter
n,0.25,0.0,declarer
n,0.0,0.0,assessee
n,0.0,0.625,whoreson
n,0.0,0.0,assignee
n,0.0,0.0,assignor
n,0.0,0.0,supporter
n,0.125,0.75,assistant_professor
n,0.0,0.0,associate
n,0.0,0.0,associate
n,0.625,0.25,associate_professor
n,0.0,0.75,asthmatic
n,0.0,0.0,astrogator
n,0.0,0.0,astrologist
n,0.0,0.0,spaceman
n,0.0,0.0,uranologist
n,0.0,0.125,astrophysicist
n,0.375,0.0,cosmographist
n,0.0,0.0,cosmologist
n,0.0,0.0,throwback
n,0.0,0.0,atheist
n,0.0,0.0,jock
n,0.0,0.0,attache
n,0.0,0.0,attacker
n,0.0,0.0,tender
n,0.75,0.0,attester
n,0.0,0.0,attorney_general
n,0.0,0.0,auditor
n,0.0,0.375,auditor
n,0.0,0.0,auspex
n,0.0,0.0,aunty
n,0.0,0.0,au_pair
n,0.0,0.0,au_pair_girl
n,0.0,0.0,auteur
n,0.0,0.0,authoress
n,0.0,0.0,dictator
n,0.125,0.0,authority
n,0.0,0.0,authority
n,0.0,0.0,authority_figure
n,0.0,0.0,authorizer
n,0.0,0.0,autobiographer
n,0.0,0.0,autodidact
n,0.0,0.0,zombie
n,0.0,0.0,mechanic
n,0.0,0.0,automotive_engineer
n,0.0,0.0,retaliator
n,0.0,0.0,flyer
n,0.0,0.0,aviatrix
n,0.125,0.125,avower
n,0.0,0.0,ayah
n,0.0,0.0,ayatollah
n,0.0,0.0,baas
n,0.125,0.0,babu
n,0.125,0.125,sister
n,0.0,0.0,baby
n,0.0,0.0,infant
n,0.0,0.0,baby
n,0.0,0.0,boomer
n,0.0,0.0,buster
n,0.0,0.0,pediatrist
n,0.0,0.0,baby_farmer
n,0.0,0.0,minder
n,0.0,0.0,sitter
n,0.0,0.0,bacchant
n,0.0,0.0,bacchante
n,0.0,0.0,bacchant
n,0.0,0.0,unmarried_man
n,0.0,0.0,bachelorette
n,0.0,0.0,back
n,0.0,0.0,backbencher
n,0.0,0.0,back_judge
n,0.0,0.0,packer
n,0.125,0.0,brain_truster
n,0.0,0.0,backscratcher
n,0.25,0.0,backseat_driver
n,0.25,0.5,backslapper
n,0.0,0.0,backstroker
n,0.0,0.0,bacteriologist
n,0.0,0.125,bad_egg
n,0.0,0.25,bad_guy
n,0.0,0.125,bad_person
n,0.0,0.625,old_bag
n,0.125,0.25,baggage
n,0.0,0.0,baggageman
n,0.0,0.0,bag_lady
n,0.0,0.0,bagman
n,0.0,0.0,bahai
n,0.0,0.0,bailee
n,0.0,0.0,bailiff
n,0.0,0.0,bailor
n,0.0,0.0,bairn
n,0.0,0.0,bread_maker
n,0.0,0.0,baker
n,0.0,0.625,balancer
n,0.0,0.0,baldy
n,0.0,0.0,noncompliant
n,0.0,0.0,ball_boy
n,0.0,0.0,ball-buster
n,0.0,0.0,runner
n,0.0,0.0,danseuse
n,0.0,0.0,ballet_dancer
n,0.0,0.0,ballet_master
n,0.0,0.0,ballet_mistress
n,0.0,0.0,balletomane
n,0.0,0.0,ball_hawk
n,0.0,0.125,balloonist
n,0.0,0.0,baseball_player
n,0.0,0.125,bulimic
n,0.0,0.0,toreador
n,0.0,0.0,banderillero
n,0.0,0.0,matador
n,0.375,0.0,novillero
n,0.0,0.0,picador
n,0.0,0.0,torero
n,0.0,0.0,brigand
n,0.0,0.0,bandleader
n,0.0,0.0,bandmaster
n,0.0,0.0,bandsman
n,0.0,0.0,bank_commissioner
n,0.0,0.0,banker
n,0.0,0.0,banker
n,0.0,0.0,bank_examiner
n,0.0,0.0,bank_guard
n,0.0,0.0,bank_manager
n,0.0,0.125,bank_robber
n,0.0,0.625,insolvent
n,0.0,0.25,bantamweight
n,0.0,0.0,bantamweight
n,0.0,0.0,baptist
n,0.0,0.0,barber
n,0.125,0.0,bard
n,0.0,0.0,bar_fly
n,0.0,0.0,bargainer
n,0.0,0.0,bargain_hunter
n,0.0,0.0,barytone
n,0.0,0.0,barker
n,0.0,0.0,barmaid
n,0.0,0.0,barnburner
n,0.0,0.0,stunt_pilot
n,0.0,0.0,trouper
n,0.0,0.0,tycoon
n,0.25,0.25,baron
n,0.25,0.125,baron
n,0.0,0.0,bart
n,0.0,0.25,barrator
n,0.0,0.0,barrister
n,0.0,0.0,mixologist
n,0.0,0.125,barterer
n,0.0,0.0,baseball_manager
n,0.0,0.0,runner
n,0.0,0.0,basileus
n,0.0,0.0,basketball_coach
n,0.0,0.0,cager
n,0.125,0.0,basketweaver
n,0.0,0.0,basket_maker
n,0.0,0.0,basso
n,0.0,0.0,bassist
n,0.0,0.0,bassoonist
n,0.0,0.125,whoreson
n,0.0,0.0,tacker
n,0.0,0.0,baster
n,0.375,0.0,baroness
n,0.0,0.0,bat_boy
n,0.0,0.0,bather
n,0.0,0.0,batman
n,0.0,0.0,twirler
n,0.0,0.0,slugger
n,0.125,0.0,batting_coach
n,0.25,0.0,battle-axe
n,0.0,0.0,bavarian
n,0.0,0.125,bawler
n,0.0,0.125,beachcomber
n,0.0,0.0,beadle
n,0.0,0.0,bedesman
n,0.0,0.0,bean_counter
n,0.0,0.0,bear
n,0.0,0.0,beard
n,0.0,0.0,wolf
n,0.0,0.0,beater
n,0.0,0.0,beatnik
n,0.125,0.0,cosmetician
n,0.0,0.0,beauty_consultant
n,0.0,0.0,bedfellow
n,0.125,0.0,bedfellow
n,0.0,0.0,beduin
n,0.0,0.5,wetter
n,0.0,0.0,beekeeper
n,0.0,0.0,beer_drinker
n,0.0,0.0,mendicant
n,0.0,0.0,beggarman
n,0.0,0.0,beggarwoman
n,0.25,0.0,begum
n,0.0,0.0,beldame
n,0.25,0.0,bel_esprit
n,0.0,0.0,worshipper
n,0.0,0.0,theist
n,0.0,0.0,taoist
n,0.0,0.0,truster
n,0.0,0.0,bellman
n,0.0,0.0,bell_captain
n,0.5,0.0,belle
n,0.0,0.0,bell_founder
n,0.0,0.0,bell_ringer
n,0.0,0.0,bellwether
n,0.0,0.0,exotic_dancer
n,0.125,0.0,love
n,0.0,0.0,belt_maker
n,0.0,0.0,bench_warmer
n,0.0,0.0,benedict
n,0.0,0.125,donee
n,0.0,0.0,berber
n,0.0,0.375,bereaved_person
n,0.125,0.125,berk
n,0.0,0.25,berserker
n,0.0,0.0,besieger
n,0.375,0.0,besieger
n,0.375,0.0,topper
n,0.375,0.0,best_friend
n,0.0,0.0,best_man
n,0.0,0.0,betrothed
n,0.5,0.0,better
n,0.0,0.0,wagerer
n,0.0,0.0,taker
n,0.0,0.0,bey
n,0.0,0.0,bey
n,0.0,0.0,bar_girl
n,0.0,0.0,bibliographer
n,0.0,0.0,booklover
n,0.0,0.0,bibliopolist
n,0.0,0.0,bibliotist
n,0.0,0.0,bidder
n,0.0,0.0,bidder
n,0.0,0.0,bigamist
n,0.375,0.0,big_brother
n,0.0,0.0,big_brother
n,0.0,0.125,bigot
n,0.375,0.0,head_honcho
n,0.375,0.0,big_sister
n,0.0,0.0,bilingualist
n,0.0,0.0,billiard_player
n,0.0,0.0,poster
n,0.0,0.0,bimbo
n,0.0,0.0,bimetallist
n,0.0,0.0,biochemist
n,0.0,0.0,biographer
n,0.0,0.0,life_scientist
n,0.0,0.0,biophysicist
n,0.0,0.0,bird_fancier
n,0.0,0.0,birder
n,0.0,0.0,birth
n,0.0,0.0,birth-control_reformer
n,0.0,0.0,bisexual_person
n,0.0,0.0,bishop
n,0.0,0.0,biter
n,0.0,0.0,black_and_tan
n,0.0,0.0,black_belt
n,0.0,0.0,extortionist
n,0.0,0.0,black_marketeer
n,0.0,0.0,black_muslim
n,0.0,0.0,black_panther
n,0.0,0.0,blackshirt
n,0.125,0.0,blacksmith
n,0.0,0.0,blade
n,0.0,0.0,blasphemer
n,0.0,0.0,chargeman
n,0.0,0.0,bleacher
n,0.375,0.25,bleeding_heart
n,0.0,0.0,blind_date
n,0.0,0.25,blind_person
n,0.0,0.0,blocker
n,0.0,0.0,blogger
n,0.0,0.0,blonde
n,0.0,0.0,blood_brother
n,0.0,0.0,blood_donor
n,0.0,0.25,blubberer
n,0.0,0.0,bludgeoner
n,0.0,0.0,blue_baby
n,0.0,0.0,bluecoat
n,0.0,0.0,sailor_boy
n,0.0,0.0,bluestocking
n,0.0,0.0,four-flusher
n,0.0,0.0,boatbuilder
n,0.0,0.0,waterman
n,0.0,0.0,bosun
n,0.0,0.0,boarder
n,0.0,0.0,boarder
n,0.0,0.0,bobby
n,0.0,0.125,bobbysoxer
n,0.0,0.0,muscleman
n,0.0,0.125,escort
n,0.0,0.0,body_servant
n,0.0,0.0,boffin
n,0.0,0.0,bohemian
n,0.0,0.0,bohemian
n,0.125,0.125,red
n,0.0,0.0,bolshevist
n,0.0,0.0,bombardier
n,0.0,0.0,bombardier
n,0.0,0.0,bomber
n,0.125,0.0,bombshell
n,0.0,0.0,bondholder
n,0.0,0.0,bondsman
n,0.0,0.0,bondsman
n,0.0,0.0,bondwoman
n,0.0,0.0,bondwoman
n,0.0,0.0,bondswoman
n,0.125,0.0,bond_servant
n,0.0,0.25,bonesetter
n,0.0,0.0,book_agent
n,0.0,0.0,bookbinder
n,0.0,0.0,bookdealer
n,0.0,0.0,booking_agent
n,0.0,0.0,bookkeeper
n,0.0,0.0,bookmaker
n,0.0,0.0,bookmaker
n,0.0,0.0,bookseller
n,0.0,0.0,bookworm
n,0.0,0.0,shoplifter
n,0.0,0.0,shoeblack
n,0.0,0.0,moonshiner
n,0.0,0.0,bootmaker
n,0.0,0.0,borderer
n,0.0,0.0,border_patrolman
n,0.0,0.125,dullard
n,0.0,0.0,borrower
n,0.0,0.0,born-again_christian
n,0.0,0.0,hirer
n,0.0,0.0,boswell
n,0.0,0.0,plant_scientist
n,0.0,0.25,bottom_dog
n,0.0,0.0,bottom_feeder
n,0.0,0.0,boulevardier
n,0.0,0.0,chucker-out
n,0.0,0.0,leaper
n,0.0,0.0,bounty_hunter
n,0.0,0.0,bounty_hunter
n,0.0,0.0,bourbon
n,0.0,0.0,bourbon
n,0.0,0.0,burgher
n,0.0,0.0,bowler
n,0.0,0.0,bowler
n,0.0,0.0,pugilist
n,0.0,0.0,boxer
n,0.0,0.0,boy
n,0.0,0.0,slugger
n,0.0,0.0,sonny_boy
n,0.0,0.0,young_man
n,0.0,0.25,ex-boyfriend
n,0.125,0.0,boy_scout
n,0.125,0.0,boy_scout
n,0.0,0.0,boy_wonder
n,0.125,0.0,vaunter
n,0.0,0.0,bracero
n,0.0,0.0,brachycephalic
n,0.0,0.0,brahmin
n,0.0,0.0,brahmin
n,0.0,0.0,brainworker
n,0.0,0.0,brakeman
n,0.125,0.0,brass_hat
n,0.0,0.0,brawler
n,0.0,0.0,breadwinner
n,0.0,0.0,ledgeman
n,0.0,0.0,breaststroker
n,0.0,0.125,stock_breeder
n,0.0,0.0,brewer
n,0.0,0.0,brewer
n,0.0,0.0,suborner
n,0.75,0.0,brick
n,0.0,0.0,bricklayer
n,0.0,0.0,bride
n,0.0,0.0,bride
n,0.0,0.0,maid_of_honor
n,0.0,0.0,bridge_agent
n,0.0,0.0,bridge_partner
n,0.0,0.0,hand
n,0.125,0.0,brigadier_general
n,0.0,0.0,broad
n,0.0,0.0,broadcaster
n,0.0,0.0,broadcast_journalist
n,0.0,0.0,broker-dealer
n,0.125,0.0,broth_of_a_man
n,0.0,0.0,brother
n,0.0,0.0,brother
n,0.0,0.0,brother
n,0.0,0.0,comrade
n,0.0,0.0,brother-in-law
n,0.0,0.0,brownie
n,0.0,0.0,brownshirt
n,0.0,0.5,browser
n,0.0,0.0,brummy
n,0.0,0.0,brunette
n,0.125,0.0,sidekick
n,0.0,0.0,bugler
n,0.0,0.0,constructor
n,0.0,0.0,builder
n,0.0,0.0,strapper
n,0.0,0.0,bull
n,0.0,0.25,pig
n,0.0,0.875,yobo
n,0.0,0.0,bully
n,0.0,0.125,bullyboy
n,0.0,0.0,stumbler
n,0.0,0.0,bunkmate
n,0.0,0.0,bunny_girl
n,0.0,0.0,bunter
n,0.0,0.0,bureaucrat
n,0.0,0.0,burgher
n,0.0,0.0,burglar
n,0.0,0.0,burgomaster
n,0.0,0.0,burgrave
n,0.0,0.0,burgrave
n,0.0,0.0,bursar
n,0.0,0.25,waiter's_assistant
n,0.0,0.0,bushman
n,0.0,0.0,bushman
n,0.0,0.0,bushwhacker
n,0.125,0.0,business_editor
n,0.0,0.0,man_of_affairs
n,0.0,0.0,businesswoman
n,0.0,0.0,businessperson
n,0.0,0.0,business_traveler
n,0.0,0.0,busker
n,0.0,0.0,busman
n,0.0,0.0,buster
n,0.0,0.0,buster
n,0.125,0.0,buster
n,0.0,0.0,quidnunc
n,0.0,0.375,dyke
n,0.0,0.0,slaughterer
n,0.0,0.375,butcher
n,0.0,0.0,meatman
n,0.0,0.0,pantryman
n,0.0,0.0,stooge
n,0.0,0.0,butter
n,0.0,0.0,butterfingers
n,0.0,0.125,buttinsky
n,0.0,0.0,vendee
n,0.0,0.25,bystander
n,0.0,0.0,kabbalist
n,0.5,0.125,kabbalist
n,0.0,0.0,cabalist
n,0.0,0.0,cabin_boy
n,0.0,0.0,furniture_maker
n,0.0,0.0,cabinet_minister
n,0.0,1.0,hound
n,0.0,0.0,golf_caddie
n,0.0,0.0,plebe
n,0.0,0.0,caffeine_addict
n,0.0,0.0,cairene
n,0.125,0.25,caitiff
n,0.0,0.0,reckoner
n,0.0,0.0,number_cruncher
n,0.0,0.0,khalifah
n,0.0,0.0,company
n,0.0,0.0,telephoner
n,0.0,0.0,caller
n,0.0,0.0,caller
n,0.0,0.0,caller-out
n,0.0,0.0,caller
n,0.0,0.0,caller
n,0.0,0.0,call_girl
n,0.375,0.0,calligraphist
n,0.375,0.0,genevan
n,0.0,0.0,cinematographer
n,0.0,0.0,nominee
n,0.0,0.0,camper
n,0.125,0.0,campfire_girl
n,0.0,0.625,camp_follower
n,0.0,0.0,camp_follower
n,0.0,0.0,campmate
n,0.0,0.0,canaanite
n,0.0,0.0,canary
n,0.0,0.0,prospect
n,0.0,0.0,candlemaker
n,0.0,0.0,candy_striper
n,0.0,0.0,man-eater
n,0.125,0.0,fresh_fish
n,0.0,0.0,paddler
n,0.0,0.0,canon
n,0.0,0.0,canonist
n,0.0,0.0,hazan
n,0.0,0.0,canvasser
n,0.0,0.0,capetian
n,0.0,0.0,capitalist
n,0.0,0.0,capo
n,0.0,0.0,maitre_d'hotel
n,0.0,0.0,senior_pilot
n,0.0,0.0,skipper
n,0.0,0.0,police_chief
n,0.375,0.0,captain
n,0.0,0.0,chieftain
n,0.0,0.125,captive
n,0.125,0.0,captive
n,0.0,0.0,carbineer
n,0.0,0.0,cardholder
n,0.0,0.0,cardholder
n,0.0,0.0,cardinal
n,0.0,0.0,heart_surgeon
n,0.0,0.0,card_player
n,0.0,0.0,sharpy
n,0.0,0.0,career_girl
n,0.0,0.0,careerist
n,0.0,0.0,career_man
n,0.0,0.0,caregiver
n,0.0,0.0,caretaker
n,0.0,0.0,caretaker
n,0.0,0.0,carhop
n,0.375,0.0,caricaturist
n,0.0,0.0,carillonneur
n,0.0,0.0,caroller
n,0.0,0.0,carolingian
n,0.0,0.0,carpenter
n,0.0,0.25,niggler
n,0.125,0.0,carpetbagger
n,0.0,0.0,carpet_knight
n,0.0,0.0,immune_carrier
n,0.0,0.0,newsboy
n,0.0,0.0,toter
n,0.0,0.0,carter
n,0.0,0.0,cartesian
n,0.0,0.0,carthusian
n,0.0,0.0,map_maker
n,0.0,0.0,cartoonist
n,0.0,0.0,cartwright
n,0.125,0.0,casanova
n,0.0,0.0,case
n,0.0,0.0,case_officer
n,0.0,0.0,cashier
n,0.0,0.0,shipwreck_survivor
n,0.0,0.0,castrato
n,0.125,0.625,injured_party
n,0.0,0.75,casualty
n,0.125,0.25,sophist
n,0.0,0.125,cat
n,0.0,0.0,catalan
n,0.0,0.0,cataleptic
n,0.0,0.0,cataloguer
n,0.0,0.0,catalyst
n,0.0,0.0,catamite
n,0.5,0.0,match
n,0.0,0.0,catcher
n,0.125,0.0,catechist
n,0.25,0.0,neophyte
n,0.0,0.0,caterer
n,0.0,0.0,catholicos
n,0.0,0.0,cat_fancier
n,0.0,0.0,cow_man
n,0.0,0.0,royalist
n,0.125,0.0,chevalier
n,0.0,0.0,trooper
n,0.0,0.0,trooper
n,0.0,0.0,troglodyte
n,0.0,0.0,celebrant
n,0.0,0.0,celebrator
n,0.0,0.0,famous_person
